ProductID,ImageUrl,Model,Price,Model,Display Size,Display Technology,Pixel Density,Battery Capacity,Camera Resolution,CPU Manufacturing,Operating System,RAM,Internal Storage,Refresh Rate,5G,Suya dayanıklılık,Toza dayanıklılık
996753,https://resim.epey.com/996753/b_realme-c75-256gb-1.png,realme C75 8 GB RAM 256 GB,9099,realme C75,6.72 İnç,IPS LCD,392 PPI,5828 mAh,50 MP,12 nm,Android,8 GB,256 GB,90 Hz,Yok,IPX9,IP6X
999631,https://resim.epey.com/999631/b_vivo-y29-1.png,Vivo Y29 8 GB RAM 256 GB,13699,Vivo Y29,6.68 İnç,IPS LCD,264 PPI,6500 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX4,IP6X
860344,https://resim.epey.com/860344/b_realme-10-256gb-1.png,realme 10 8 GB RAM 256 GB,9539,realme 10,6.4 İnç,Super AMOLED,411 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,256 GB,90 Hz,Yok,,
895739,https://resim.epey.com/895739/b_redmi-note-12-8gb-6.png,Redmi Note 12 8 GB RAM 128 GB,8892,Redmi Note 12,6.67 İnç,AMOLED,395 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,128 GB,120 Hz,Yok,IPX3,IP5X
767038,https://resim.epey.com/767038/b_redmi-note-11s-128gb-2.png,Redmi Note 11S 8 GB RAM 128 GB,8099,Redmi Note 11S,6.43 İnç,AMOLED,409 PPI,5000 mAh,108 MP,12 nm,Android,8 GB,128 GB,90 Hz,Yok,IPX3,IP5X
763699,https://resim.epey.com/763699/b_poco-m4-pro-256gb-1.png,Poco M4 Pro 8 GB RAM 256 GB,14999,Poco M4 Pro,6.43 İnç,AMOLED,409 PPI,5000 mAh,64 MP,12 nm,Android,8 GB,256 GB,90 Hz,Yok,,
931770,https://resim.epey.com/931770/b_realme-11-4g-128gb-4.png,realme 11 4G 8 GB RAM 128 GB,9599,realme 11 4G,6.4 İnç,Super AMOLED,411 PPI,5000 mAh,108 MP,6 nm,Android,8 GB,128 GB,90 Hz,Yok,,
972395,https://resim.epey.com/972395/b_infinix-hot-40-pro-128gb-1.png,Infinix Hot 40 Pro 8 GB RAM 128 GB,12349,Infinix Hot 40 Pro,6.78 İnç,IPS LCD,396 PPI,5000 mAh,108 MP,6 nm,Android,8 GB,128 GB,120 Hz,Yok,,
962622,https://resim.epey.com/962622/b_tecno-spark-30-1.png,Tecno Spark 30 8 GB RAM 256 GB,8349,Tecno Spark 30,6.78 İnç,IPS LCD,396 PPI,5000 mAh,64 MP,12 nm,Android,8 GB,256 GB,90 Hz,Yok,IPX4,IP6X
845864,https://resim.epey.com/845864/b_samsung-galaxy-a24-2.png,Samsung Galaxy A24 6 GB RAM 128 GB,11927,Samsung Galaxy A24,6.5 İnç,Super AMOLED,396 PPI,5000 mAh,50 MP,6 nm,Android,6 GB,128 GB,90 Hz,Yok,,
930523,https://resim.epey.com/930523/b_huawei-nova-12-se-2.png,Huawei Nova 12 SE 8 GB RAM 256 GB,16999,Huawei Nova 12 SE,6.67 İnç,OLED,395 PPI,4500 mAh,108 MP,6 nm,Android,8 GB,256 GB,90 Hz,Yok,,
854787,https://resim.epey.com/854787/b_redmi-note-12-6.png,Redmi Note 12 6 GB RAM 128 GB,9816,Redmi Note 12,6.67 İnç,AMOLED,395 PPI,5000 mAh,50 MP,6 nm,Android,6 GB,128 GB,120 Hz,Yok,IPX3,IP5X
770214,https://resim.epey.com/770214/b_redmi-note-11s-6-128gb-2.png,Redmi Note 11S 6 GB RAM 128 GB,9999,Redmi Note 11S,6.43 İnç,AMOLED,409 PPI,5000 mAh,108 MP,12 nm,Android,6 GB,128 GB,90 Hz,Yok,IPX3,IP5X
746750,https://resim.epey.com/746750/b_realme-9-pro-6.png,realme 9 Pro 6 GB RAM 128 GB,7499,realme 9 Pro,6.59 İnç,IPS LCD,401 PPI,5000 mAh,64 MP,6 nm,Android,6 GB,128 GB,120 Hz,Var,,
937633,https://resim.epey.com/937633/b_realme-12-lite-256gb-2.png,realme 12 Lite 8 GB RAM 256 GB,8099,realme 12 Lite,6.72 İnç,IPS LCD,392 PPI,5000 mAh,108 MP,6 nm,Android,8 GB,256 GB,90 Hz,Yok,IPX4,IP5X
811211,https://resim.epey.com/811211/b_redmi-note-11-6gb-17.png,Redmi Note 11 6 GB RAM 128 GB,10699,Redmi Note 11,6.43 İnç,AMOLED,409 PPI,5000 mAh,50 MP,6 nm,Android,6 GB,128 GB,90 Hz,Yok,IPX3,IP5X
974572,https://resim.epey.com/974572/b_realme-c75-1.png,realme C75 8 GB RAM 128 GB,8099,realme C75,6.72 İnç,IPS LCD,392 PPI,5828 mAh,50 MP,12 nm,Android,8 GB,128 GB,90 Hz,Yok,IPX9,IP6X
757040,https://resim.epey.com/757040/b_samsung-galaxy-m23-5g-2.png,Samsung Galaxy M23 5G 4 GB RAM 128 GB,13531,Samsung Galaxy M23 5G,6.6 İnç,TFT LCD,400 PPI,5000 mAh,50 MP,8 nm,Android,4 GB,128 GB,120 Hz,Var,,
766013,https://resim.epey.com/766013/b_oppo-reno7-4.png,Oppo Reno7 8 GB RAM 128 GB,26250,Oppo Reno7,6.43 İnç,AMOLED,409 PPI,4500 mAh,64 MP,6 nm,Android,8 GB,128 GB,90 Hz,Yok,IPX4,
849371,https://resim.epey.com/849371/b_samsung-galaxy-m14-5g-3.png,Samsung Galaxy M14 5G 4 GB RAM 128 GB,11717,Samsung Galaxy M14 5G,6.6 İnç,PLS,400 PPI,6000 mAh,50 MP,5 nm,Android,4 GB,128 GB,90 Hz,Var,,
875692,https://resim.epey.com/875692/b_vivo-y36-256gb-11.png,Vivo Y36 8 GB RAM 256 GB,10300,Vivo Y36,6.64 İnç,IPS LCD,395 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,256 GB,90 Hz,Yok,IPX4,IP5X
828620,https://resim.epey.com/828620/b_realme-10-1.png,realme 10 8 GB RAM 128 GB,8584,realme 10,6.4 İnç,Super AMOLED,411 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,128 GB,90 Hz,Yok,,
974879,https://resim.epey.com/974879/b_samsung-galaxy-a16-6gb-1.png,Samsung Galaxy A16 6 GB RAM 128 GB,8916,Samsung Galaxy A16,6.7 İnç,Super AMOLED,385 PPI,5000 mAh,50 MP,6 nm,Android,6 GB,128 GB,90 Hz,Yok,IPX4,IP5X
918684,https://resim.epey.com/918684/b_samsung-galaxy-a15-6gb-5.png,Samsung Galaxy A15 6 GB RAM 128 GB,11289,Samsung Galaxy A15,6.5 İnç,Super AMOLED,396 PPI,5000 mAh,50 MP,6 nm,Android,6 GB,128 GB,90 Hz,Yok,,
922769,https://resim.epey.com/922769/b_omix-x7-4.png,Omix X7 8 GB RAM 128 GB,8339,Omix X7,6.78 İnç,IPS LCD,396 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,128 GB,120 Hz,Yok,,
860896,https://resim.epey.com/860896/b_infinix-hot-30-1.png,Infinix Hot 30 8 GB RAM 256 GB,7867,Infinix Hot 30,6.78 İnç,IPS LCD,396 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,256 GB,90 Hz,Yok,,
943988,https://resim.epey.com/943988/b_vivo-y28-16.png,Vivo Y28 8 GB RAM 256 GB,9118,Vivo Y28,6.68 İnç,IPS LCD,264 PPI,6000 mAh,50 MP,12 nm,Android,8 GB,256 GB,90 Hz,Yok,IPX4,IP6X
914659,https://resim.epey.com/914659/b_casper-via-a40-4.png,Casper VIA A40 8 GB RAM 256 GB,7987,Casper VIA A40,6.78 İnç,IPS LCD,396 PPI,5000 mAh,64 MP,6 nm,Android,8 GB,256 GB,120 Hz,Yok,,
777424,https://resim.epey.com/777424/b_redmi-note-11-128gb-17.png,Redmi Note 11 4 GB RAM 128 GB,9932,Redmi Note 11,6.43 İnç,AMOLED,409 PPI,5000 mAh,50 MP,6 nm,Android,4 GB,128 GB,90 Hz,Yok,IPX3,IP5X
814391,https://resim.epey.com/814391/b_tecno-pova-4-4.png,Tecno Pova 4 8 GB RAM 128 GB,8999,Tecno Pova 4,6.82 İnç,IPS LCD,263 PPI,6000 mAh,50 MP,6 nm,Android,8 GB,128 GB,90 Hz,Yok,,
940469,https://resim.epey.com/940469/b_redmi-13-2.png,Redmi 13 8 GB RAM 256 GB,8474,Redmi 13,6.79 İnç,IPS LCD,396 PPI,5030 mAh,108 MP,12 nm,Android,8 GB,256 GB,90 Hz,Yok,IPX3,IP5X
992006,https://resim.epey.com/992006/b_tecno-spark-30-1.png,Tecno Spark 30 8 GB RAM 128 GB,7672,Tecno Spark 30,6.78 İnç,IPS LCD,396 PPI,5000 mAh,64 MP,12 nm,Android,8 GB,128 GB,90 Hz,Yok,IPX4,IP6X
964530,https://resim.epey.com/964530/b_samsung-galaxy-a16-5.png,Samsung Galaxy A16 4 GB RAM 128 GB,7929,Samsung Galaxy A16,6.7 İnç,Super AMOLED,385 PPI,5000 mAh,50 MP,6 nm,Android,4 GB,128 GB,90 Hz,Yok,IPX4,IP5X
788054,https://resim.epey.com/788054/b_tecno-pova-3-1.png,Tecno Pova 3 6 GB RAM 128 GB,14849,Tecno Pova 3,6.9 İnç,IPS LCD,389 PPI,7000 mAh,50 MP,12 nm,Android,6 GB,128 GB,90 Hz,Yok,,
905317,https://resim.epey.com/905317/b_samsung-galaxy-a15-5.png,Samsung Galaxy A15 4 GB RAM 128 GB,7989,Samsung Galaxy A15,6.5 İnç,Super AMOLED,396 PPI,5000 mAh,50 MP,6 nm,Android,4 GB,128 GB,90 Hz,Yok,,
756006,https://resim.epey.com/756006/b_poco-m4-pro-4.png,Poco M4 Pro 6 GB RAM 128 GB,10295,Poco M4 Pro,6.43 İnç,AMOLED,409 PPI,5000 mAh,64 MP,12 nm,Android,6 GB,128 GB,90 Hz,Yok,,
817861,https://resim.epey.com/817861/b_samsung-galaxy-a23-6-128gb-1.png,Samsung Galaxy A23 6 GB RAM 128 GB,13903,Samsung Galaxy A23,6.6 İnç,PLS,400 PPI,5000 mAh,50 MP,6 nm,Android,6 GB,128 GB,90 Hz,Yok,,
955936,https://resim.epey.com/955936/b_oppo-a60-256gb-5.png,Oppo A60 8 GB RAM 256 GB,9099,Oppo A60,6.67 İnç,IPS LCD,264 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,256 GB,90 Hz,Yok,IPX4,IP5X
931820,https://resim.epey.com/931820/b_tecno-spark-20-256gb-1.png,Tecno Spark 20 8 GB RAM 256 GB,7526,Tecno Spark 20,6.6 İnç,IPS LCD,267 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,256 GB,90 Hz,Yok,IPX3,IP5X
868547,https://resim.epey.com/868547/b_huawei-nova-y91-1.png,Huawei Nova Y91 8 GB RAM 128 GB,19999,Huawei Nova Y91,6.95 İnç,IPS LCD,376 PPI,7000 mAh,50 MP,6 nm,Android,8 GB,128 GB,90 Hz,Yok,,
854494,https://resim.epey.com/854494/b_tecno-spark-10-pro-1.png,Tecno Spark 10 Pro 8 GB RAM 256 GB,8328,Tecno Spark 10 Pro,6.8 İnç,IPS LCD,395 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,256 GB,90 Hz,Yok,,
869013,https://resim.epey.com/869013/b_vivo-y36-13.png,Vivo Y36 8 GB RAM 128 GB,9599,Vivo Y36,6.64 İnç,IPS LCD,395 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,128 GB,90 Hz,Yok,IPX4,IP5X
993952,https://resim.epey.com/993952/b_redmi-12-1.png,Redmi 12 8 GB RAM 256 GB,7395,Redmi 12,6.79 İnç,IPS LCD,396 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,256 GB,90 Hz,Yok,IPX3,IP5X
932800,https://resim.epey.com/932800/b_realme-12-lite-2.png,realme 12 Lite 6 GB RAM 128 GB,6859,realme 12 Lite,6.72 İnç,IPS LCD,392 PPI,5000 mAh,108 MP,6 nm,Android,6 GB,128 GB,90 Hz,Yok,IPX4,IP5X
883385,https://resim.epey.com/883385/b_infinix-hot-30-1.png,Infinix Hot 30 8 GB RAM 128 GB,6379,Infinix Hot 30,6.78 İnç,IPS LCD,396 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,128 GB,90 Hz,Yok,,
971493,https://resim.epey.com/971493/b_vivo-y28-128gb-16.png,Vivo Y28 8 GB RAM 128 GB,7294,Vivo Y28,6.68 İnç,IPS LCD,264 PPI,6000 mAh,50 MP,12 nm,Android,8 GB,128 GB,90 Hz,Yok,IPX4,IP6X
959882,https://resim.epey.com/959882/b_tecno-spark-30c-1.png,Tecno Spark 30C 8 GB RAM 256 GB,7049,Tecno Spark 30C,6.67 İnç,IPS LCD,263 PPI,5000 mAh,48 MP,12 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX4,IP5X
757705,https://resim.epey.com/757705/b_samsung-galaxy-a23-1.png,Samsung Galaxy A23 4 GB RAM 128 GB,13001,Samsung Galaxy A23,6.6 İnç,PLS,400 PPI,5000 mAh,50 MP,6 nm,Android,4 GB,128 GB,90 Hz,Yok,,
747292,https://resim.epey.com/747292/b_general-mobile-gm-22-pro-4.png,General Mobile GM 22 Pro 8 GB RAM 128 GB,10499,General Mobile GM 22 Pro,6.78 İnç,IPS LCD,396 PPI,5000 mAh,108 MP,12 nm,Android,8 GB,128 GB,60 Hz,Yok,,
963955,https://resim.epey.com/963955/b_nubia-neo-5g-1.png,Nubia Neo 5G 8 GB RAM 256 GB,11199,Nubia Neo 5G,6.6 İnç,IPS LCD,400 PPI,4500 mAh,50 MP,6 nm,Android,8 GB,256 GB,120 Hz,Var,,
870708,https://resim.epey.com/870708/b_realme-c55-256gb-1.png,realme C55 8 GB RAM 256 GB,9449,realme C55,6.72 İnç,IPS LCD,392 PPI,5000 mAh,64 MP,12 nm,Android,8 GB,256 GB,90 Hz,Yok,,
863662,https://resim.epey.com/863662/b_samsung-galaxy-m14-5g-3.png,Samsung Galaxy M14 5G 4 GB RAM 64 GB,12089,Samsung Galaxy M14 5G,6.6 İnç,PLS,400 PPI,6000 mAh,50 MP,5 nm,Android,4 GB,64 GB,90 Hz,Var,,
936438,https://resim.epey.com/936438/b_oppo-a60-5.png,Oppo A60 8 GB RAM 128 GB,9216,Oppo A60,6.67 İnç,IPS LCD,264 PPI,5000 mAh,50 MP,6 nm,Android,8 GB,128 GB,90 Hz,Yok,IPX4,IP5X
796473,https://resim.epey.com/796473/b_oppo-a96-3.png,Oppo A96 6 GB RAM 128 GB,12499,Oppo A96,6.59 İnç,IPS LCD,401 PPI,5000 mAh,50 MP,6 nm,Android,6 GB,128 GB,90 Hz,Yok,IPX4,IP5X
909047,https://resim.epey.com/909047/b_tecno-spark-20-1.png,Tecno Spark 20 8 GB RAM 128 GB,7258,Tecno Spark 20,6.6 İnç,IPS LCD,267 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,128 GB,90 Hz,Yok,IPX3,IP5X
723685,https://resim.epey.com/723685/b_redmi-note-11-17.png,Redmi Note 11 4 GB RAM 64 GB,10999,Redmi Note 11,6.43 İnç,AMOLED,409 PPI,5000 mAh,50 MP,6 nm,Android,4 GB,64 GB,90 Hz,Yok,IPX3,IP5X
871707,https://resim.epey.com/871707/b_tecno-spark-10-pro-256gb-1.png,Tecno Spark 10 Pro 8 GB RAM 128 GB,9000,Tecno Spark 10 Pro,6.8 İnç,IPS LCD,395 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,128 GB,90 Hz,Yok,,
840766,https://resim.epey.com/840766/b_tecno-pova-neo-2-128gb-1.png,Tecno Pova Neo 2 6 GB RAM 128 GB,8199,Tecno Pova Neo 2,6.82 İnç,IPS LCD,263 PPI,7000 mAh,16 MP,12 nm,Android,6 GB,128 GB,90 Hz,Yok,,
899409,https://resim.epey.com/899409/b_redmi-12-8gb-1.png,Redmi 12 8 GB RAM 128 GB,7499,Redmi 12,6.79 İnç,IPS LCD,396 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,128 GB,90 Hz,Yok,IPX3,IP5X
889732,https://resim.epey.com/889732/b_infinix-hot-30-1.png,Infinix Hot 30 4 GB RAM 128 GB,5844,Infinix Hot 30,6.78 İnç,IPS LCD,396 PPI,5000 mAh,50 MP,12 nm,Android,4 GB,128 GB,90 Hz,Yok,,
972399,https://resim.epey.com/972399/b_vivo-y19s-256gb-1.png,Vivo Y19s 8 GB RAM 256 GB,8895,Vivo Y19s,6.68 İnç,IPS LCD,264 PPI,5500 mAh,50 MP,12 nm,Android,8 GB,256 GB,90 Hz,Yok,IPX4,IP6X
757250,https://resim.epey.com/757250/b_huawei-nova-9-se-1.png,Huawei Nova 9 SE 8 GB RAM 128 GB,14225,Huawei Nova 9 SE,6.78 İnç,IPS LCD,387 PPI,4000 mAh,108 MP,6 nm,Android,8 GB,128 GB,90 Hz,Yok,,
743619,https://resim.epey.com/743619/b_realme-9i-1.png,realme 9i 4 GB RAM 128 GB,7150,realme 9i,6.6 İnç,IPS LCD,401 PPI,5000 mAh,50 MP,6 nm,Android,4 GB,128 GB,90 Hz,Yok,,
963954,https://resim.epey.com/963954/b_nubia-v50-design-1.png,Nubia V50 Design 8 GB RAM 256 GB,7867,Nubia V50 Design,6.66 İnç,IPS LCD,396 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,256 GB,60 Hz,Yok,,
903996,https://resim.epey.com/903996/b_poco-c65-1.png,Poco C65 8 GB RAM 256 GB,9588,Poco C65,6.74 İnç,IPS LCD,260 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,256 GB,90 Hz,Yok,IPX2,IP5X
861740,https://resim.epey.com/861740/b_infinix-hot-20-1.png,Infinix Hot 20 8 GB RAM 128 GB,6536,Infinix Hot 20,6.82 İnç,IPS LCD,263 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,128 GB,90 Hz,Yok,,
965165,https://resim.epey.com/965165/b_infinix-hot-50i-1.png,Infinix Hot 50i 6 GB RAM 128 GB,6750,Infinix Hot 50i,6.7 İnç,IPS LCD,262 PPI,5000 mAh,48 MP,12 nm,Android,6 GB,128 GB,120 Hz,Yok,IPX4,IP5X
828704,https://resim.epey.com/828704/b_vivo-y22s-128gb-11.png,Vivo Y22s 6 GB RAM 128 GB,8499,Vivo Y22s,6.55 İnç,IPS LCD,270 PPI,5000 mAh,50 MP,6 nm,Android,6 GB,128 GB,90 Hz,Yok,IPX4,IP5X
856119,https://resim.epey.com/856119/b_tecno-camon-19-1.png,Tecno Camon 19 6 GB RAM 128 GB,6649,Tecno Camon 19,6.8 İnç,IPS LCD,395 PPI,5000 mAh,64 MP,12 nm,Android,6 GB,128 GB,60 Hz,Yok,,
854255,https://resim.epey.com/854255/b_realme-c55-1.png,realme C55 6 GB RAM 128 GB,7798,realme C55,6.72 İnç,IPS LCD,392 PPI,5000 mAh,64 MP,12 nm,Android,6 GB,128 GB,90 Hz,Yok,,
869443,https://resim.epey.com/869443/b_redmi-12-1.png,Redmi 12 4 GB RAM 128 GB,6799,Redmi 12,6.79 İnç,IPS LCD,396 PPI,5000 mAh,50 MP,12 nm,Android,4 GB,128 GB,90 Hz,Yok,IPX3,IP5X
803216,https://resim.epey.com/803216/b_tecno-camon-19-neo-4.png,Tecno Camon 19 Neo 6 GB RAM 128 GB,7643,Tecno Camon 19 Neo,6.8 İnç,IPS LCD,395 PPI,5000 mAh,48 MP,12 nm,Android,6 GB,128 GB,60 Hz,Yok,,
973769,https://resim.epey.com/973769/b_realme-c63-1.png,realme C63 8 GB RAM 256 GB,8099,realme C63,6.74 İnç,IPS LCD,260 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,256 GB,90 Hz,Yok,IPX4,IP5X
930525,https://resim.epey.com/930525/b_huawei-nova-12i-1.png,Huawei Nova 12i 8 GB RAM 128 GB,12999,Huawei Nova 12i,6.7 İnç,IPS LCD,391 PPI,5000 mAh,108 MP,6 nm,Android,8 GB,128 GB,90 Hz,Yok,,
957912,https://resim.epey.com/957912/b_realme-c65-3.png,realme C65 8 GB RAM 128 GB,6999,realme C65,6.67 İnç,IPS LCD,264 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,128 GB,90 Hz,Yok,IPX4,IP5X
986966,https://resim.epey.com/986966/b_tecno-spark-30c-1.png,Tecno Spark 30C 4 GB RAM 128 GB,5899,Tecno Spark 30C,6.67 İnç,IPS LCD,263 PPI,5000 mAh,48 MP,12 nm,Android,4 GB,128 GB,120 Hz,Yok,IPX4,IP5X
908067,https://resim.epey.com/908067/b_infinix-hot-40i-nfc-1.png,Infinix Hot 40i 8 GB RAM 256 GB,7499,Infinix Hot 40i,6.56 İnç,IPS LCD,269 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,256 GB,90 Hz,Yok,,
896697,https://resim.epey.com/896697/b_samsung-galaxy-a05s-1.png,Samsung Galaxy A05s 4 GB RAM 128 GB,7274,Samsung Galaxy A05s,6.7 İnç,PLS,393 PPI,5000 mAh,50 MP,6 nm,Android,4 GB,128 GB,90 Hz,Yok,,
897703,https://resim.epey.com/897703/b_redmi-13c-11.png,Redmi 13C 8 GB RAM 256 GB,8111,Redmi 13C,6.74 İnç,IPS LCD,260 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,256 GB,90 Hz,Yok,IPX2,IP5X
754557,https://resim.epey.com/754557/b_redmi-10-2022-128gb-1.png,Redmi 10 2022 4 GB RAM 128 GB,7199,Redmi 10 2022,6.5 İnç,IPS LCD,405 PPI,5000 mAh,50 MP,12 nm,Android,4 GB,128 GB,90 Hz,Yok,,
790199,https://resim.epey.com/790199/b_huawei-nova-y90-12.png,Huawei Nova Y90 6 GB RAM 128 GB,15398,Huawei Nova Y90,6.7 İnç,IPS LCD,391 PPI,5000 mAh,50 MP,6 nm,Android,6 GB,128 GB,90 Hz,Yok,,
803255,https://resim.epey.com/803255/b_tecno-spark-9-pro-1.png,Tecno Spark 9 Pro 4 GB RAM 128 GB,22485,Tecno Spark 9 Pro,6.6 İnç,IPS LCD,407 PPI,5000 mAh,50 MP,12 nm,Android,4 GB,128 GB,60 Hz,Yok,,
946770,https://resim.epey.com/946770/b_vivo-y18-256gb-6.png,Vivo Y18 8 GB RAM 256 GB,7529,Vivo Y18,6.56 İnç,IPS LCD,269 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,256 GB,90 Hz,Yok,IPX4,IP5X
897898,https://resim.epey.com/897898/b_wiko-t60-1.png,Wiko T60 8 GB RAM 256 GB,5498,Wiko T60,6.58 İnç,IPS LCD,401 PPI,5200 mAh,48 MP,12 nm,Android,8 GB,256 GB,60 Hz,Yok,,
970850,https://resim.epey.com/970850/b_redmi-14c-256gb-2.png,Redmi 14C 8 GB RAM 256 GB,7719,Redmi 14C,6.88 İnç,IPS LCD,260 PPI,5160 mAh,50 MP,12 nm,Android,8 GB,256 GB,120 Hz,Yok,IPX2,IP5X
932816,https://resim.epey.com/932816/b_realme-c65-3.png,realme C65 6 GB RAM 128 GB,6899,realme C65,6.67 İnç,IPS LCD,264 PPI,5000 mAh,50 MP,12 nm,Android,6 GB,128 GB,90 Hz,Yok,IPX4,IP5X
965945,https://resim.epey.com/965945/b_oppo-a3-1.png,Oppo A3 6 GB RAM 128 GB,7466,Oppo A3,6.67 İnç,IPS LCD,264 PPI,5100 mAh,50 MP,11 nm,Android,6 GB,128 GB,90 Hz,Yok,IPX4,IP5X
790207,https://resim.epey.com/790207/b_huawei-nova-y70-1.png,Huawei nova Y70 4 GB RAM 128 GB,9225,Huawei nova Y70,6.75 İnç,IPS LCD,260 PPI,6000 mAh,48 MP,12 nm,Android,4 GB,128 GB,60 Hz,Yok,,
958567,https://resim.epey.com/958567/b_realme-c61-10.png,realme C61 8 GB RAM 256 GB,7529,realme C61,6.74 İnç,IPS LCD,260 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,256 GB,90 Hz,Yok,IPX4,IP5X
818220,https://resim.epey.com/818220/b_tecno-pova-neo-2-1.png,Tecno Pova Neo 2 4 GB RAM 64 GB,7299,Tecno Pova Neo 2,6.82 İnç,IPS LCD,263 PPI,7000 mAh,16 MP,12 nm,Android,4 GB,64 GB,90 Hz,Yok,,
884850,https://resim.epey.com/884850/b_vivo-y27-10.png,Vivo Y27 6 GB RAM 128 GB,6697,Vivo Y27,6.64 İnç,IPS LCD,395 PPI,5000 mAh,50 MP,12 nm,Android,6 GB,128 GB,60 Hz,Yok,IPX4,IP5X
940404,https://resim.epey.com/940404/b_realme-c53-256gb-2.png,realme C53 8 GB RAM 256 GB,7352,realme C53,6.74 İnç,IPS LCD,260 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,256 GB,90 Hz,Yok,,
966737,https://resim.epey.com/966737/b_vivo-y19s-1.png,Vivo Y19s 4 GB RAM 128 GB,6223,Vivo Y19s,6.68 İnç,IPS LCD,264 PPI,5500 mAh,50 MP,12 nm,Android,4 GB,128 GB,90 Hz,Yok,IPX4,IP6X
937550,https://resim.epey.com/937550/b_vivo-y18-6.png,Vivo Y18 8 GB RAM 128 GB,7200,Vivo Y18,6.56 İnç,IPS LCD,269 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,128 GB,90 Hz,Yok,IPX4,IP5X
765093,https://resim.epey.com/765093/b_samsung-galaxy-a13-128gb-2.png,Samsung Galaxy A13 4 GB RAM 128 GB,8523,Samsung Galaxy A13,6.6 İnç,PLS,400 PPI,5000 mAh,50 MP,8 nm,Android,4 GB,128 GB,60 Hz,Yok,,
942520,https://resim.epey.com/942520/b_realme-c63-1.png,realme C63 6 GB RAM 128 GB,6149,realme C63,6.74 İnç,IPS LCD,260 PPI,5000 mAh,50 MP,12 nm,Android,6 GB,128 GB,90 Hz,Yok,IPX4,IP5X
856980,https://resim.epey.com/856980/b_samsung-galaxy-a14-128gb-6.png,Samsung Galaxy A14 4 GB RAM 128 GB,9499,Samsung Galaxy A14,6.6 İnç,PLS,400 PPI,5000 mAh,50 MP,8 nm,Android,4 GB,128 GB,60 Hz,Yok,,
954859,https://resim.epey.com/954859/b_zte-nubia-v50-vita-1.png,Nubia V50 Vita 6 GB RAM 128 GB,5899,Nubia V50 Vita,6.75 İnç,IPS LCD,260 PPI,5200 mAh,50 MP,12 nm,Android,6 GB,128 GB,90 Hz,Yok,,
907051,https://resim.epey.com/907051/b_tecno-spark-20c-1.png,Tecno Spark 20C 8 GB RAM 128 GB,6527,Tecno Spark 20C,6.6 İnç,IPS LCD,267 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,128 GB,90 Hz,Yok,,
936673,https://resim.epey.com/936673/b_redmi-13c-11.png,Redmi 13C 6 GB RAM 128 GB,7899,Redmi 13C,6.74 İnç,IPS LCD,260 PPI,5000 mAh,50 MP,12 nm,Android,6 GB,128 GB,90 Hz,Yok,IPX2,IP5X
898351,https://resim.epey.com/898351/b_tecno-spark-10-8gb-4.png,Tecno Spark 10 8 GB RAM 128 GB,6560,Tecno Spark 10,6.6 İnç,IPS LCD,267 PPI,5000 mAh,50 MP,12 nm,Android,8 GB,128 GB,90 Hz,Yok,,
752268,https://resim.epey.com/752268/b_redmi-10-2022-1.png,Redmi 10 2022 4 GB RAM 64 GB,6899,Redmi 10 2022,6.5 İnç,IPS LCD,405 PPI,5000 mAh,50 MP,12 nm,Android,4 GB,64 GB,90 Hz,Yok,,
890996,https://resim.epey.com/890996/b_zte-blade-v40-design-1.png,ZTE Nubia V40 Design 4 GB RAM 128 GB,5263,ZTE Nubia V40 Design,6.66 İnç,IPS LCD,396 PPI,4500 mAh,50 MP,12 nm,Android,4 GB,128 GB,60 Hz,Yok,,
